movieId,title,genres,tmdbId,imdbId,Average_Vote_TMDB,Vote_Count_TMDB,Popularity,Adult,Collection,Backdrop_Path
4039,Annie (1982),Children|Musical,15739,83564,6.5,554,10.395,FALSE,Annie Collection,/omvnhpsp7nmW2HUgmrPrFcmUWIk.jpg
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy,15413,101757,6.1,326,9.014,FALSE,None,/blgiH5lMrhdkDRBD6gIou1BzDuJ.jpg
4041,"Officer and a Gentleman, An (1982)",Drama|Romance,2623,84434,7,864,13.249,FALSE,None,/xzyHYTcN4RPqk7gPzuguPFIjsG1.jpg
4042,"Alamo, The (1960)",Action|Drama|War|Western,11209,53580,7.2,261,9.674,FALSE,None,/leDO2O7HywKWZhk15feAQ3Gc37p.jpg
4043,At Close Range (1986),Crime|Drama,13715,90670,7,201,7.903,FALSE,None,/qMNkrKbLYHh0s9gYre3hXK9mKrd.jpg
4046,Friendly Persuasion (1956),Drama,43258,49233,6.5,84,5.07,FALSE,None,/vRkB3lYI26YjXvMEc8IvxM45h8X.jpg
4047,Gettysburg (1993),Drama|War,10655,107007,6.9,225,9.578,FALSE,American Civil War Collection,/o0KR5pXjoMuyNP9xnScGEE5zdX9.jpg
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,31392,54333,3.3,48,2.915,FALSE,None,/uMThhmhAldIVGaJiFjVDNhrsIYI.jpg
4052,Antitrust (2001),Crime|Drama|Thriller,9989,218817,6,407,7.97,FALSE,None,/6tSy0ZqSATVfYrdW9Rdxr6qIRtE.jpg
4053,Double Take (2001),Action|Comedy,18828,238948,5.5,65,6.721,FALSE,None,/e93Upxk1sCLdscVKD7pQNLiaqVI.jpg
4054,Save the Last Dance (2001),Drama|Romance,9816,206275,6.6,1084,11.09,FALSE,Save the Last Dance Collection,/q2ROc1b4DELDtKG9cEcvWprzFhO.jpg
4055,Panic (2000),Drama,20637,194218,6.4,78,7.715,FALSE,None,/tWLwgHd3LwSJlavUOFtpt8LLWHD.jpg
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller,5955,237572,6.6,726,11.546,FALSE,None,/o62VYsoyEUYgYMn21Thd9GHTuUE.jpg
4061,The Man in the Moon (1991),Drama|Romance,17474,102388,7.4,224,9.907,FALSE,None,/8odZHjwMWWUg2gntUjndLIb8sT0.jpg
4062,Mystic Pizza (1988),Comedy|Drama|Romance,11191,95690,6.3,387,9.42,FALSE,None,/czGSXzONlaJNntsWR4t1elodavq.jpg
4063,Prelude to a Kiss (1992),Comedy|Drama|Romance,2613,105165,5.8,88,5.312,FALSE,None,/l7Qi8DAsPfiqejik3C71d8qLyl4.jpg
4064,Coffy (1973),Action|Crime|Thriller,22021,69897,6.7,166,6.441,FALSE,None,/ba1xpJs7whFNJj76IW6Wj5VVd66.jpg
4065,Foxy Brown (1974),Action|Crime|Drama,22048,71517,6.3,143,5.674,FALSE,None,/t6igsTQxQiPYFz4DCZ64yNpUzY3.jpg
4066,I'm Gonna Git You Sucka (1988),Action|Comedy,17006,95348,6.3,139,6.989,FALSE,None,/2pgTOh9r8mAzQC5yoMw31BKkFyS.jpg
4067,Untamed Heart (1993),Drama|Romance,26333,108451,6.8,165,8.157,FALSE,None,/lrcsx9KvGfD0Qmdfw2nRj7nE2VE.jpg
4068,Sugar & Spice (2001),Comedy,16723,186589,6.4,210,10.264,FALSE,None,/6pmQAoCbSnbAtQxNYhdN6A7GLgl.jpg
4069,"Wedding Planner, The (2001)",Comedy|Romance,2018,209475,5.9,1398,14.484,FALSE,None,/tcVWVFD2Qm8afoKT4ZHLPBTloTQ.jpg
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,10499,234805,5.9,21,2.057,FALSE,None,/kN37Xkgj266RNb2PjFVa77b9pQk.jpg
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,47943,216800,6.7,164,5.433,FALSE,None,/tzf358ft10Mr7P4X5t1z9FkFjvx.jpg
4078,Amazing Grace and Chuck (1987),Drama,74340,92545,5.4,11,1.909,FALSE,None,/dyJJqruWHVV5PF09iMFeNLI5bfl.jpg
4079,Amazon Women on the Moon (1987),Comedy|Sci-Fi,5709,92546,6.1,115,7.408,FALSE,None,/nAl380kw8qxE7FeSdbbghKuUlp6.jpg
4080,Baby Boom (1987),Comedy,11215,92605,6.4,296,8.18,FALSE,None,/v0negFRxnxLtanMNXY7HYP7RUZ6.jpg
4081,Back to the Beach (1987),Comedy,26477,92608,6,30,4.167,FALSE,None,/kUiFHTcetvLIX9FxYjC5ppRn1lB.jpg
4082,Barfly (1987),Comedy|Drama|Romance,10937,92618,7,254,8.418,FALSE,None,/whKhDehBYjOlJboo3by0JTSQsjv.jpg
4083,Best Seller (1987),Thriller,4639,92641,6.1,79,6.131,FALSE,None,/zCEGOVyafiwEBikKodM2kulftnD.jpg
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,96,92644,6.4,1881,15.512,FALSE,Beverly Hills Cop Collection,/bIA65PCRtIQfBvIoKohJbtOPl3M.jpg
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,90,86960,7.2,3212,18.924,FALSE,Beverly Hills Cop Collection,/pDMNtdSbwXZIz1TSSEPhcQYDJvt.jpg
4086,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,11028,92654,6.3,139,7.411,FALSE,None,/mgkzNXXo94ISnkqlU4Ee4K221Tq.jpg
4089,Born in East L.A. (1987),Comedy,19324,92690,5.9,79,7.049,FALSE,None,/il4Wzg7sBh7bdbUSuQOBxzjNjHk.jpg
4090,"Brave Little Toaster, The (1987)",Animation|Children,19933,92695,6.9,335,11.554,FALSE,The Brave Little Toaster Collection,/8Wd74JCLVNSrtcwGcaUfXLPwF3s.jpg
4091,Can't Buy Me Love (1987),Comedy|Romance,12919,92718,7,527,9.822,FALSE,None,/zVxAZdBpS0sF0T9QAlteF773CHx.jpg
4092,Cherry 2000 (1987),Romance|Sci-Fi,15785,92746,6,171,6.954,FALSE,None,/vjlBasTA8imogIxQLHzsUrCMjJB.jpg
4093,Cop (1988),Thriller,31701,92783,6.4,72,4.779,FALSE,None,/nZEYRFne7BmmbyteqXJb8JT5lxR.jpg
4102,Eddie Murphy Raw (1987),Comedy|Documentary,17159,92948,7.3,262,5.961,FALSE,None,/zAP5PZVtSIOZwweMaHmNKHJ3xTF.jpg
4103,Empire of the Sun (1987),Action|Adventure|Drama|War,10110,92965,7.5,1504,12.441,FALSE,None,/l1HWd2rQ0XDNP9FUT4ZQJIQdEgp.jpg
4104,Ernest Goes to Camp (1987),Comedy,18935,92974,5.3,121,5.8,FALSE,Ernest Collection,/hBew3uipRuqCcxQYFJcdaY2Upeu.jpg
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,764,83907,7.3,2957,40.989,FALSE,Evil Dead Collection,/377E9KSoUGxKWuvyR1Zu9aXcU4I.jpg
4109,Flowers in the Attic (1987),Drama|Thriller,15658,93036,6.3,158,13.829,FALSE,None,/sUfG1q7IDtxZbhjt9wec1erPmEk.jpg
4110,"Fourth Protocol, The (1987)",Thriller,4918,93044,6.2,127,8.046,FALSE,None,/9DsYnVn4cMLkhfkMMoZ5Wz3ENsU.jpg
4111,Gardens of Stone (1987),Drama|War,28368,93073,6.4,76,5.385,FALSE,None,/iOhj9IPNRppo5oiJbYSniYtAffZ.jpg
4113,"Glass Menagerie, The (1987)",Drama,52780,93093,6.3,26,2.881,FALSE,None,/Tl3iqvODRepOHPkuAflXV4PRCk.jpg
4115,Hiding Out (1987),Comedy,26156,93186,5.6,31,3.374,FALSE,None,/fZLYwPvee0FzKuKEDmgCgfhXNhv.jpg
4116,Hollywood Shuffle (1987),Comedy,34101,93200,6.5,56,3.371,FALSE,None,/nF4OKHPBAbVzqP4RQ5SknzD93T7.jpg
4117,Hope and Glory (1987),Drama,32054,93209,6.8,139,5.992,FALSE,None,/7lOmuZd3FmSGZuVvM5Pv3X4pSjg.jpg
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,2614,93260,6.8,970,13.29,FALSE,None,/zSRtn62QmYlqUhznOjRJC0yKEzE.jpg
4123,Ishtar (1987),Comedy,12704,93278,4.4,104,5.995,FALSE,None,/dxtuhBbS7AYNnViJKy1RmDSzpRs.jpg
4124,Jaws: The Revenge (1987),Horror|Thriller,580,93300,4,780,19.363,FALSE,Jaws Collection,/cJyQfwSEa5IjOdeNTuiWjciVbou.jpg
4125,Leonard Part 6 (1987),Comedy|Sci-Fi,24828,93405,2.6,48,3.78,FALSE,None,/z70jgMXjK1CPGippUpITskvaOFo.jpg
4126,Less Than Zero (1987),Drama,13703,93407,6.4,230,10.215,FALSE,None,/oD0fvmwCyVc3aTKE2tILUSQyQob.jpg
4127,"Like Father, Like Son (1987)",Comedy,36914,93418,5.7,112,7.884,FALSE,None,/wRn48wLkFgoLN0rxC67LQF2tVFK.jpg
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,1547,93437,7.1,1541,14.349,FALSE,Lost Boys Collection,/mTYeUMSUom113bHTiyvg7ValozG.jpg
4129,Made in Heaven (1987),Fantasy|Romance,42010,93467,6.9,55,4.924,FALSE,None,/wpkbMVA3LaMKbAuHlJAh0kKq2QB.jpg
4130,Maid to Order (1987),Comedy|Fantasy,2608,93476,5.8,43,5.473,FALSE,None,/eO8tgebmtaQKIrmIBzmGWSHoAy8.jpg
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,32058,93477,5.2,28,3.325,FALSE,None,/zcovv25JzEQvMecqgs53Z162Enw.jpg
4132,Mannequin (1987),Comedy|Romance,10019,93493,6.8,542,16.73,FALSE,Mannequin Collection,/kenFcMb56Q2PTeOiSfqlEtoDnwY.jpg
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,11649,93507,5.7,675,10.927,FALSE,None,/uYWy6sKFQ8ycp7D4g1YrZUmQ5DQ.jpg
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,13509,93560,6.8,440,10.456,FALSE,None,/vDJ5H6i6pNS8fjPWprfvCyJxFzR.jpg
4138,My Demon Lover (1987),Comedy|Horror,51521,93589,5.8,34,2.319,FALSE,None,/toBr4QtbcN0kYWxlzH8EzVnyGGW.jpg
4139,No Man's Land (1987),Crime|Drama,34379,93638,6.1,71,6.856,FALSE,None,/dk1OPZcIUF9MEFdK13mS8lYYmmR.jpg
4141,Head Over Heels (2001),Comedy|Romance,24940,192111,5.7,195,8.022,FALSE,None,/wOEcgGdwvjtv2V12pqnStg0Y0dU.jpg
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,37302,190524,4.2,98,9.128,FALSE,Left Behind Collection,/brJB8cOD3BhCYHgxyChYdZglBz3.jpg
4143,Valentine (2001),Horror|Mystery,10984,242998,5.4,424,9.834,FALSE,None,/ntsJFh4DMY3u2YUqanr5pYiJvFN.jpg
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,843,118694,8.1,1889,13.086,FALSE,None,/n4GJFGzsc7NinI1VeGDXIcQjtU2.jpg
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,318,120753,5.9,249,8.623,FALSE,None,/7AjzGYybwfndxnpApKXahQiq2Zy.jpg
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,12806,250478,6.1,52,3.675,FALSE,None,/83m9FyWcLm2MGcdXwRTknyKFbK6.jpg
4148,Hannibal (2001),Horror|Thriller,9740,212985,6.7,3801,6.933,FALSE,The Hannibal Lecter Collection,/zbcck1Akh2Vxml0oNJO9tqgJdUl.jpg
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,10878,239948,5.5,413,11.7,FALSE,None,/scrH5AMMD2o73vwgCnhcYXx8zrt.jpg
4152,Vatel (2000),Drama,7093,190861,6.2,128,5.94,FALSE,None,/vRFZivvKQ22JTlxkqVgGLC7Uw0f.jpg
4153,Down to Earth (2001),Comedy|Fantasy|Romance,16300,231775,5.5,329,6.784,FALSE,None,/eJj2xrbvUsx8NL9wUOtCEyYEynI.jpg
4154,Recess: School's Out (2001),Animation|Children,19405,265632,6.5,268,13.515,FALSE,Recess Collection,/nl9qQqEwt0g3LoNZTzp8tTIM5Dz.jpg
4155,Sweet November (2001),Drama|Romance,1921,230838,6.8,1071,11.569,FALSE,None,/lDtmwXg6nknzViEQ5SDkk4D1WEZ.jpg
4156,Company Man (2000),Comedy,44412,177650,4.7,24,4.525,FALSE,None,/q100wrlBjRAWXaIqLo548htjvia.jpg
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,21620,249893,5.3,22,2.547,FALSE,None,/aL0OnGocemU7iL8XpcnW9vVzVMU.jpg
4158,Monkeybone (2001),Animation|Comedy|Fantasy,23685,166276,5.2,256,8.579,FALSE,None,/ntVB3LgyvKIaw6Dk29ZuDsV3TSR.jpg
4159,3000 Miles to Graceland (2001),Action|Thriller,12138,233142,5.8,499,11.034,FALSE,None,/n5va4SrbpA9i7CLB3pcgvhnvk6l.jpg
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,48217,191636,6.5,44,4.103,FALSE,None,/32SGFXLRJLaPzz2Sec0M7CXMGd8.jpg
4161,"Mexican, The (2001)",Action|Comedy,6073,236493,5.9,1159,10.57,FALSE,None,/etJYRzgMpZQQaXmlJ2q0EwbjuZi.jpg
4164,"Caveman's Valentine, The (2001)",Drama,25208,182000,5.8,100,7.336,FALSE,None,/hEbXPZSxbcMZtUxoArrnc96vgHL.jpg
4166,Series 7: The Contenders (2001),Action|Drama,19513,251031,6.4,47,4.71,FALSE,None,/vSAtqIdjJmoPjTkOZoV8X2f70nw.jpg
4167,15 Minutes (2001),Thriller,2749,179626,5.9,570,9.377,FALSE,None,/dGm3XpCrvwU7DmMz7UFViJtKAYg.jpg
4168,Get Over It (2001),Comedy|Romance,10050,192071,5.6,233,9.778,FALSE,None,/saQxwnIr4ftRmFpJeV9DQI1lsWd.jpg
4171,Long Night's Journey Into Day (2000),Documentary,95682,236447,6.3,4,1.777,FALSE,None,
4174,Avalon (1990),Drama,2302,99073,6.6,60,5.225,FALSE,None,/mbkvzsl53rdwzkfxdOnQDaOA44X.jpg
4175,Gray's Anatomy (1996),Comedy|Drama,32686,116447,6.6,26,6.232,FALSE,None,/sqqlEz8T2dUvHcRMA2CxoBkRYom.jpg
4178,Of Mice and Men (1939),Drama,51802,31742,7.3,54,3.734,FALSE,None,/oM2pdFnPzNIyvbM4I1MtF3YNmcS.jpg
4180,Reform School Girls (1986),Action|Drama,29492,91836,5.8,37,4.65,FALSE,None,/uyfT8y5iYfhY5hrcoJcoMKVrxoP.jpg
4181,Tapeheads (1988),Comedy,25447,96223,5.3,41,2.927,FALSE,None,/cHCbaBxbpEvvTYjCHA5hnfUAxPg.jpg
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,19490,39190,7.1,165,6.899,FALSE,None,/tk1F43dZc1RW66p3fXauylAIHwr.jpg
4187,Lilies of the Field (1963),Drama,38805,57251,7.3,105,5.793,FALSE,None,/5107YjuW65wugo9IGrKGkZNIgIQ.jpg
4189,"Greatest Story Ever Told, The (1965)",Drama,2428,59245,6.4,132,16.135,FALSE,None,/IATe1Uj8q1EvmTj8xzheZWBWl7.jpg
4190,Elmer Gantry (1960),Drama,22013,53793,7.3,113,8.069,FALSE,None,/tPMHXHKGl9bFCcByKO6M5mClKnE.jpg
4191,Alfie (1966),Comedy|Drama|Romance,15598,60086,6.5,153,8.238,FALSE,Alfie Collection,/ksSpcJxiYaqDlgAgEFtbGieXQMM.jpg
4193,"Fantasticks, The (1995)",Musical,62127,113026,5.5,22,3.55,FALSE,None,/vMFs7nw6P0bIV1jDsQpxAieAVnH.jpg
4194,I Know Where I'm Going! (1945),Drama|Romance|War,56137,37800,7,103,6.135,FALSE,None,/nDfHT9HvEyRFrjctodwqxZ7Yuem.jpg
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,17965,66740,7,235,7.737,FALSE,Dr. Phibes Collection,/sVCJjlVfoslaUQ19aU4XMgB2yVB.jpg
4197,Real Life (1979),Comedy,33250,79781,6.5,52,4.203,FALSE,None,/7kPoeekpoMzZch04zdGAKX1HOCa.jpg
4198,Battle Beyond the Stars (1980),Sci-Fi,14460,80421,5.4,137,8.724,FALSE,None,/s8tM5gbjQkVS0TyUxwmV9FEtAKT.jpg
4200,Double Impact (1991),Action,9594,101764,6,792,37.717,FALSE,None,/sAbP0xIjPCbf3OdqzdD3BnlHJ3x.jpg
4202,Fuzz (1972),Drama,4986,68617,6,23,1.844,FALSE,None,/77lsO2PahV7ByBJCre904hqjiqe.jpg
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,2453,102005,6.4,310,14.254,FALSE,None,/1E8opVXbqzYe1GjPxIWZ8OxRTG6.jpg
4204,Losin' It (1983),Comedy,33676,85868,5,72,6.015,FALSE,None,/paZnWUNBeDcyYHFcX9uy1NO2ApW.jpg
4205,Mermaids (1990),Comedy|Drama|Romance,4587,100140,6.8,402,9.037,FALSE,None,/b3PBqKq6KsMov5R6XGM3VKkyP4p.jpg
4207,Navy Seals (1990),Action|Adventure|War,427910,100232,5.3,167,8.506,FALSE,None,/9LwZ3PoioAAmRuq7gpAgX6Pvwas.jpg
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,11454,91474,7,988,0.6,FALSE,None,/gVea1zAiUXQVqoENW1QkmAS1C6X.jpg
4211,Reversal of Fortune (1990),Drama,38718,100486,6.6,219,8.59,FALSE,None,/efFQxWf7EmhPwyXogl9JUXILgln.jpg
4212,Death on the Nile (1978),Crime|Mystery,4192,77413,7.1,549,14.538,FALSE,Hercule Poirot (Peter Ustinov) Collection,/mg4r2ppc9b9HcOpAXnK9ojmwEY9.jpg
4214,Revenge of the Nerds (1984),Comedy,14052,88000,6.5,560,11.463,FALSE,Revenge of the Nerds Collection,/uSNOrziJ8Lnr6OlwFnjxWx2MZpG.jpg
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,16889,93857,5.7,209,9.646,FALSE,Revenge of the Nerds Collection,/ba5Nw6E27IesLeuBCf9l1nFcJSo.jpg
4217,4 Little Girls (1997),Documentary,26580,118540,7.2,31,4.689,FALSE,None,/73yBuG9gH1GWCooeXaFxUoNXziL.jpg
4218,River's Edge (1986),Crime|Drama,21309,91860,6.6,203,6.919,FALSE,None,/rrowtqGVAjmU2IRgrtEtGmOcrnM.jpg
4219,Girls Just Want to Have Fun (1985),Comedy,16263,89208,6.3,137,9.873,FALSE,None,/5aeKCg63dFF3uX1Yy5Rn9lao438.jpg
4220,"Longest Yard, The (1974)",Comedy,4985,71771,6.8,206,8.6,FALSE,None,/bLAZhVqjrsqq6xy46W33nQyXLtF.jpg
4221,Necessary Roughness (1991),Comedy,20704,102517,5.5,88,7.267,FALSE,None,/vKADL4Ux4liQqnNJEv2RT66gdzZ.jpg
4223,Enemy at the Gates (2001),Drama|War,853,215750,7.4,2847,23.483,FALSE,None,/pnEMDuaZeDXUQPPhhGTo9QMfMeA.jpg
4224,Exit Wounds (2001),Action|Thriller,10877,242445,5.6,351,13.633,FALSE,None,/8T3mgv6ad6MYFRcDHvIsMWM8vuZ.jpg
4225,"Dish, The (2001)",Comedy,5257,205873,6.7,148,6.201,FALSE,None,/rY1FcmerUUU32VcDJ4ylZrTkH6.jpg
4226,Memento (2000),Mystery|Thriller,77,209144,8.2,12313,25.568,FALSE,None,/v4u9FnSOpLEjPIAhbKClM45LJoJ.jpg
4228,Heartbreakers (2001),Comedy|Crime|Romance,10833,125022,6,727,13.739,FALSE,None,/yYiMzRG3ADDTrPV7PFQkO0H4bY5.jpg
4229,Say It Isn't So (2001),Comedy|Romance,20309,239949,4.8,129,9.633,FALSE,None,/fNb6NSwfv76je5MQp58rvJxvoMU.jpg
4231,Someone Like You (2001),Comedy|Romance,12658,244970,6,311,10.703,FALSE,None,/iACkB2Xddzhqi7YWR1IjIOhqCVW.jpg
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,10054,227538,5.8,2849,51.264,FALSE,Spy Kids Collection,/wfStsmeSW7MtvYhD9Ac6ETXdbmx.jpg
4233,Tomcats (2001),Comedy,10646,246989,5.1,200,9.815,FALSE,None,/eCtRseKCbltn8C6XW1GhqW0c4VA.jpg
4234,"Tailor of Panama, The (2001)",Drama|Thriller,2575,236784,6.1,371,9.628,FALSE,None,/kisJVMLUDYI3Yp3cTctu9mnEEda.jpg
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,55,245712,7.6,2018,34.199,FALSE,None,/3YzVtvNERQOIJXnrcWv3xhj5EMT.jpg
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,65075,206187,6.4,17,2.945,FALSE,None,/oHR0KPt0RE74iy3WyGPEmfLPbJM.jpg
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,44379,247380,7.7,113,5.161,FALSE,None,/yvafnYvrxnwD3MrXcc18sUrkHqU.jpg
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,2043,164334,6.3,1444,13.55,FALSE,Alex Cross Collection,/5C6njaciKvyZlKWUrQX7mjdl4D1.jpg
4239,Blow (2001),Crime|Drama,4133,221027,7.4,3661,27.853,FALSE,None,/v3ClsT59peXyGJ4XuDvIQAPwcZy.jpg
4240,Just Visiting (2001),Comedy|Fantasy,56715,189192,4.6,542,9.18,FALSE,None,/4dlEX4GYbU1yskshllPE67pHlG0.jpg
4241,Pokémon 3: The Movie (2001),Animation|Children,10991,266860,6.5,502,32.956,FALSE,Pokémon Collection,/6X3qdsHcwu06GiiXwwNRWzfJ5oJ.jpg
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,15940,221889,5.9,56,6.262,FALSE,None,/fTfwve2jMoqnIe0rhjoNzjtWeAr.jpg
4243,Brigham City (2001),Crime|Drama|Mystery,26791,268200,6.6,14,3.128,FALSE,None,/ag90STh8Gvinuwg8Q0NRAcY3JAm.jpg
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,634,243155,6.8,4226,16.192,FALSE,Bridget Jones Collection,/imvV078HyWsa9jgDVLi4APgskrJ.jpg
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,10956,245686,5.6,587,11.116,FALSE,Joe Dirt Collection,/qHytKjIn4WRfwGauPAks4W9Eury.jpg
4248,Josie and the Pussycats (2001),Comedy,19366,236348,5.5,236,9.582,FALSE,None,/wkQAYth62cJXsvqkYbDH8b1cqES.jpg
4251,Chopper (2000),Drama|Thriller,9519,221073,6.7,259,7.612,FALSE,None,/iwAYxE4PGnhMb744ndWooZvEGm9.jpg
4252,"Circle, The (Dayereh) (2000)",Drama,13898,255094,6.9,54,3.316,FALSE,None,/xhY2teZJAyzVWvRB3I4Y0XRJNih.jpg
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,9290,231402,5.2,487,14.876,FALSE,Crocodile Dundee Collection,/rz39qQDglxfpadDNVc30zL6EDuz.jpg
4255,Freddy Got Fingered (2001),Comedy,13166,240515,4.5,316,9.407,FALSE,None,/emUc2O81GRFgkihKz85ZYEMYqvP.jpg
4256,"Center of the World, The (2001)",Drama,32590,240402,5.2,37,4.365,FALSE,None,/jZEAAHY52uKibp4JOjeCdQn006Z.jpg
4259,"Luzhin Defence, The (2000)",Drama|Romance,52654,211492,6.3,31,3.398,FALSE,None,/aTQQZCBNbJofoOu4TT26BUTUt1M.jpg
4260,"Visit, The (2000)",Drama,70282,199129,7.5,5,1.585,FALSE,None,/z1fmKr93f1RIRbEfofC2257VWyN.jpg
4262,Scarface (1983),Action|Crime|Drama,111,86250,8.2,9330,70.67,FALSE,None,/oO4tfAUwZQkxbs8rkaCXFRNKGEU.jpg
4263,Days of Wine and Roses (1962),Drama,32488,55895,7.6,137,5.164,FALSE,None,/1L6or9sR7oW4BkYx18NZOwapLkD.jpg
4265,Driven (2001),Action|Thriller,10477,132245,5.2,571,11.998,FALSE,None,/w4Jvkb6BQGvQ3K3aECMsy6bZln3.jpg
4267,One Night at McCool's (2001),Comedy,2144,203755,5.8,261,7.556,FALSE,None,/hQugaB1DFdlazQNZYDTLPOGBn4v.jpg
4268,Town & Country (2001),Comedy,24113,141907,4.6,50,3.221,FALSE,None,/l1VJVGohlSDSQr85hZNlZjMlb6L.jpg
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,1734,209163,6.3,5764,52.413,FALSE,The Mummy Collection,/uoOD6qqz4QFhgvhdsrrQUmkmAMc.jpg
4273,Under the Sand (2000),Drama,4973,240913,6.7,128,5.399,FALSE,None,/bYvY5oAb56MKeYV91bL5uzKh1bP.jpg
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,849,85811,6,399,9.327,FALSE,None,/aD5z4yRysFl3KLiPOTIMsgvstWT.jpg
4276,Lost in America (1985),Comedy,27223,89504,7.1,102,5.299,FALSE,None,/j7QiwUekGiYOmjKratNORIr35zg.jpg
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,39266,25913,7.2,191,7.199,FALSE,None,/x57PAMkSURMbNZUk25lecXkJEWu.jpg
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,11307,84917,6.8,246,6.34,FALSE,None,/nMRLLd1ZLtzYiRoVg0TwvjVm1Gp.jpg
4282,Fellini Satyricon (1969),Drama|Fantasy,11163,64940,6.8,254,9.451,FALSE,None,/t0OjVi2Iv2CSMq68sGPd09GQb3k.jpg
4284,Frankie and Johnny (1966),Comedy,18691,60429,5.9,31,6.522,FALSE,None,/apiaZnjqu6G5xPBbsyr3M5nqgZs.jpg
4285,Frankie and Johnny (1991),Comedy|Romance,3784,101912,6.7,436,13.305,FALSE,None,/mXn2VhwaRKAKahulvqLdM5i3t7D.jpg
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,11936,80539,7,188,9.234,FALSE,None,/v3OBPtCS4iHOGKNBwiO22QFfMQ1.jpg
4290,For the Boys (1991),Comedy|Drama|Musical,25221,101902,6.6,52,7.413,FALSE,None,/vU9OyKHqfCaRWjgUp2ocyZFzcZg.jpg
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,19494,80319,6.9,366,8.49,FALSE,None,/ltKmizUQN2aNCa8yifwLdZdCkBV.jpg
4292,Norma Rae (1979),Drama,40842,79638,7.2,115,5.48,FALSE,None,/bFRiPtZrQXOsGVKvfsI3ywkzipZ.jpg
4293,Summer Rental (1985),Comedy,19357,90098,6.2,142,7.212,FALSE,None,/kqaCsPrjaBQVG2uGTLEQVxk9PLT.jpg
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,33743,45464,6.4,42,3.28,FALSE,None,/z2Cq8jxiEtmmjVrKbQXgrZzw26j.jpg
4296,Love Story (1970),Drama|Romance,9062,66011,6.8,537,9.026,FALSE,None,/9CGfk2fp8EKp6j9v0onNdqoUTI8.jpg
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,11174,93713,7.2,116,10.358,FALSE,None,/dXUiiryxCk1QqvS9F4MhIAPjpF3.jpg
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,934,48021,7.9,399,7.016,FALSE,None,/u1wxXBJpxifopSbVxCjgTVapEE1.jpg
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,9476,183790,6.8,2492,16.246,FALSE,None,/gkT737kgnmI6jZyXbUBJRwVbGkW.jpg
4300,Bread and Roses (2000),Drama,37691,212826,6.2,84,5.334,FALSE,None,/qcgd7d97vnEOZr9dmNJDtjc7HMb.jpg
